8/19/2004 1:20	8.68273735	91.14761353	202.2921753	384.9821167	379.782959	41.22989655	47.56260681	42.54829407	84.29717255	1.562547684	138.2574005	184.6009064	201.4220428	203.3395844	205.7782288	5.661653519	4392.370605	92.31467438	92.52261353	5707.69043	1.433725476	2.149666071
8/19/2004 1:25	8.676527023	91.22554016	202.3829956	384.9656372	379.7773743	41.16529465	47.19052887	42.54829407	84.12697601	1.565039039	137.7789917	184.5734406	200.9028473	203.2663269	205.7233124	5.677846909	4430.387207	92.59535217	92.36467743	5726.42627	1.431345582	2.148415089
8/19/2004 1:30	8.681943893	91.7166748	202.8591003	384.971344	379.7322998	41.09937668	47.26377487	42.54829407	83.95677185	1.577807069	137.5592651	184.4410553	200.87146	203.1930847	205.6683807	5.648921013	4393.561035	92.64742279	92.44831085	5681.157715	1.431882501	2.149148703
8/19/2004 1:35	8.684195518	91.89978027	202.3910522	384.9832458	379.6872253	41.0334549	47.33701706	42.36957932	84.32173157	1.544236541	137.41716	184.4410553	200.8400726	202.9988403	205.6134491	5.662482738	4423.34082	91.79814148	92.60007477	5769.493164	1.433242202	2.150442362
8/19/2004 1:40	8.677793503	92.14286041	202.5009308	384.9952087	379.6421509	40.96753693	47.41025925	42.5160675	84.26577759	1.544236422	138.0791473	184.4410553	200.80867	203.4194336	205.5585022	5.711331844	4539.220215	91.99013519	92.75183868	5613.779297	1.434602022	2.151735544
8/19/2004 1:45	8.685598373	92.07419586	202.6107788	385.0071411	379.5970764	40.88232422	47.52619934	42.76418304	84.20983124	1.538132906	138.0886841	184.4410553	201.3297577	203.3827972	205.7886658	5.721092701	4523.129395	91.49754333	92.9036026	5635.163086	1.435961723	2.153028965
8/19/2004 1:50	8.671768188	92.00553131	202.3713074	385.0184326	379.6183167	41.10464859	47.17588425	42.68178558	84.15387726	1.54523313	138.0982208	184.4410553	201.2770233	203.3461609	205.7612152	5.702083111	4394.727539	93.3973999	93.00650787	5646.35791	1.436833382	2.153833628
8/19/2004 1:55	8.684713364	91.93685913	202.3712921	385.0267639	379.6582947	40.82573318	47.1866684	42.59938431	84.09793091	1.547288418	138.1077423	184.5728912	201.2704315	203.3095398	205.7337494	5.70110178	4428.720215	92.41653442	92.88686371	5656.697266	1.435481071	2.152411938
8/19/2004 2:00	8.680044174	91.86818695	202.3712921	385.0350952	379.6982422	41.21524429	47.13727951	42.51698685	83.977211	1.547288537	138.1172791	184.5728912	201.2233429	203.2743835	205.7062988	5.700320244	4408.771973	92.45315552	92.76721954	5685.57959	1.434128881	2.150990725
8/19/2004 2:05	8.676107407	92.33850861	202.3712921	385.0434265	379.7381897	41.17606354	47.11080933	42.43458557	83.9570694	1.541184902	138.2496796	184.5728912	200.8287659	203.3688812	205.6788177	5.688356876	4416.556152	92.31963348	92.64757538	5645.54541	1.43277669	2.149569035
8/19/2004 2:10	8.681203842	91.9369812	202.3712921	385.0517273	379.7408447	41.1211319	47.08433151	42.45670319	83.9369278	1.538942575	138.1297913	184.5728912	200.6898193	203.2956238	205.5486298	5.705389023	4393.751465	93.23881531	92.52792358	5662.978027	1.431424499	2.148147583
8/19/2004 2:15	8.692213058	91.99480438	201.9836731	385.0454407	379.7164307	40.75527191	47.05785751	42.52609253	83.91677856	1.535081148	138.009903	184.5728912	200.5883942	203.2223816	205.7463837	5.721226215	4466.759277	91.7554245	92.68621826	5705.938477	1.435967922	2.150403976
8/19/2004 2:20	8.682661057	92.05263519	202.0276337	385.0350342	379.6920471	40.7743187	47.0313797	42.59548569	83.89663696	1.535081148	137.8035889	184.5728912	200.9737854	202.8063507	205.2849426	5.676699162	4386.419922	93.0120163	92.9229126	5713.116699	1.442174196	2.153697729
8/19/2004 2:25	8.684780121	92.11044312	202.071579	385.0246582	379.6676331	41.30900574	47.35881042	42.66487503	83.70707703	1.533021212	137.8991699	184.5728912	200.8683167	202.8475647	205.4871063	5.689256191	4357.92627	92.89224243	93.15960693	5653.279297	1.448380589	2.156991482
8/19/2004 2:30	8.689974785	92.31274414	202.4635773	385.0142212	379.643219	40.69610596	46.83309555	42.84823227	84.08414459	1.523915768	137.9947357	184.5728912	200.4701538	203.272583	205.6716766	5.710858345	4438.86084	92.82032776	93.39629364	5648.322754	1.454586744	2.160285234
8/19/2004 2:35	8.689947128	92.12809753	202.3891296	385.0029297	379.6506348	41.09806061	47.34067917	42.68342972	84.02928925	1.516769886	138.0903168	184.5728912	200.900177	203.1527252	205.2766876	5.746617317	4499.348145	92.87201691	93.4752121	5586.327637	1.457959294	2.161492586
8/19/2004 2:40	8.685110092	91.87781525	202.2727966	384.9900818	379.6811523	41.09806442	47.23081589	42.89960861	83.69552612	1.518143177	138.4170227	184.5728912	200.8452454	203.0328827	205.3041687	5.743901253	4484.470215	92.51625824	93.29666901	5582.460938	1.456708312	2.159295797
8/19/2004 2:45	8.689359665	91.84438324	202.1564636	384.9772949	379.7116394	41.09806061	46.97812653	42.78328323	83.58246613	1.525620222	138.3440094	184.5300293	200.7903137	203.0074158	205.3316345	5.725412846	4425.387695	93.33705139	93.11813354	5636.530762	1.45545733	2.157099247
8/19/2004 2:50	8.684110641	91.20212555	201.9274292	384.964447	379.742157	41.09806061	47.17588043	42.66695023	83.46941376	1.535081148	138.2709808	184.4751129	200.5189362	202.7285614	205.3591156	5.70937252	4410.819824	91.87597656	92.93960571	5607.541016	1.454206228	2.154902458
8/19/2004 2:55	8.677587509	90.78572845	202.1207886	384.9516296	379.7726746	41.09806061	46.87759399	42.55062103	83.35635376	1.535081148	137.8258667	184.4201813	200.2223053	202.6626587	205.3865662	5.696768284	4405.89209	91.85499573	92.76106262	5693.120605	1.452955246	2.152705669
8/19/2004 3:00	8.686460495	91.10324097	202.0153198	384.9485474	379.787262	40.77932739	46.85012436	42.45930862	83.25540924	1.519821763	137.6427612	184.3652344	200.0025787	202.3145905	205.0080872	5.695919991	4407.701172	93.63431549	92.67298889	5741.55127	1.452492714	2.15230608
8/19/2004 3:05	8.683828354	90.51545715	202.0660248	384.9613647	379.7902832	40.63444901	46.82266235	42.51424026	83.84716034	1.519821763	137.3903656	184.3103027	200.209137	202.5123596	205.0080872	5.713338852	4483.137695	92.23112488	92.73249817	5646.250977	1.453316569	2.154838324
8/19/2004 3:10	8.684820175	90.29572296	202.5822296	384.9742126	379.793335	40.39051819	46.79519272	42.56917191	83.76311493	1.519821644	137.5175323	184.5484161	200.7760315	203.0354309	205.5251312	5.736656189	4509.774414	93.50498199	92.79202271	5643.088867	1.454140306	2.157370806
8/19/2004 3:15	8.69168663	90.20783997	202.4914093	384.98703	379.7963867	41.09366226	46.76771927	42.62410736	83.66240692	1.480147839	137.934906	184.6896515	200.7212067	203.0628967	205.4678192	5.765764236	4488.850098	93.24662781	92.85153198	5566.73291	1.454964161	2.159903049
8/19/2004 3:20	8.683584213	89.853508	202.1339722	384.9998474	379.799469	41.31339645	46.76387787	42.679039	83.56169128	1.490768194	138.0069275	184.8309174	200.651825	203.0903625	205.4104919	5.731968403	4494.658691	93.72029877	92.91104126	5558.470215	1.455787897	2.16243577
8/19/2004 3:25	8.68614006	89.80773163	202.4767609	385.0014343	379.7811584	40.85525894	47.61095047	42.41645813	83.46098328	1.5100559	138.1417542	184.9684143	200.5824432	203.1178436	205.3531647	5.725522995	4418.818359	93.37430573	93.02667236	5626.169434	1.457550406	2.163610458
8/19/2004 3:30	8.679891586	90.33601379	202.0153198	384.9848328	379.7474976	40.91019058	47.51866531	42.41645813	83.3923645	1.52287364	137.9282532	184.7706604	200.2882385	203.1452942	205.2958374	5.712073803	4515.89209	92.21101379	93.23388672	5665.711914	1.460844159	2.162570477
8/19/2004 3:35	8.682027817	89.78352356	202.1372833	384.9681702	379.7138062	40.96512222	47.05195236	42.41645813	83.56910706	1.507614374	137.7375183	184.2433014	200.8063507	203.1227875	205.1082764	5.687453747	4417.104004	92.04230499	93.44110107	5712.72168	1.464138031	2.161530256
8/19/2004 3:40	8.670980453	89.74190521	202.3020782	384.9515076	379.6800842	41.02005768	47.17588043	42.41645813	83.92864227	1.499128819	137.594101	184.4542389	200.6085968	202.9030609	205.5235748	5.733841896	4461.677734	93.31962585	93.64831543	5701.72998	1.467431903	2.160490036
8/19/2004 3:45	8.6920681	89.70028687	202.1339722	384.9348755	379.6464233	41.07498932	47.782341	42.41645813	83.79131317	1.489303231	138.1429596	184.6546326	200.4288483	202.634964	205.4576569	5.754472733	4599.945801	94.25603485	93.85552979	5572.185547	1.470725656	2.159449816
8/19/2004 3:50	8.680318832	89.65866852	202.6393738	384.9537354	379.6536255	40.51042938	47.38023376	42.7163887	83.47270203	1.483199596	138.7255554	184.5227814	200.8438416	203.1281738	205.3917389	5.770586014	4462.546875	92.33776093	93.55436707	5588.356934	1.465167284	2.157862902
8/19/2004 3:55	8.673482895	89.36186218	202.1365967	384.9733887	379.6881714	40.69876862	46.94516373	42.55158615	83.43127441	1.500170827	138.2099304	183.9532623	200.9380035	203.0382843	205.3258209	5.717483997	4455.35791	92.02198029	93.24282074	5627.323242	1.45942843	2.156264782
8/19/2004 4:00	8.671957016	89.62325287	202.004776	384.993042	379.7226563	41.02253342	47.38814163	42.38745499	83.41235352	1.519821763	138.1417847	184.1729889	201.0321808	202.9483948	204.9157867	5.718094349	4449.716309	92.80927277	92.93127441	5612.347168	1.453689218	2.154666424
8/19/2004 4:05	8.678402901	89.41724396	201.5072327	385.0126343	379.7572021	40.92315674	47.32222748	42.81197357	83.39342499	1.489303231	138.0736237	184.2482452	201.1636505	202.8585052	204.876236	5.705750465	4447.121582	92.10228729	92.61973572	5677.35498	1.447950244	2.153068304
8/19/2004 4:10	8.672933578	88.89217377	201.6086273	385.0298767	379.791748	40.82377625	47.25630188	42.81197357	83.37450409	1.490643144	137.7911072	183.6895599	200.6639709	202.7685852	204.876236	5.688919067	4403.070801	92.64255524	92.52984619	5645.364746	1.447593093	2.150647163
8/19/2004 4:15	8.678188324	88.69380951	201.7100525	385.0464783	379.8266907	40.72439957	47.19038391	42.33734894	83.35558319	1.49334693	137.9019775	184.3448029	200.5123444	202.634964	204.7246246	5.687698364	4392.680176	93.49436951	92.50248718	5744.007324	1.448753953	2.147994041
8/19/2004 4:20	8.62408638	88.42140198	202.0492249	385.0630493	379.8616638	40.95303345	46.85067368	42.35639954	83.81412506	1.486251354	138.0128632	184.542572	200.2970123	202.634964	205.2289276	5.705985069	4482.256836	93.97106934	92.47512054	5683.657227	1.449914694	2.145340919
8/19/2004 4:25	8.503087997	88.20166779	202.6264954	385.0796204	379.8966675	41.27274323	47.25629807	42.89107895	83.93393707	1.48831141	138.3831482	184.8233948	200.5044403	203.2562714	205.1739807	5.719676971	4366.495605	93.18521118	92.44774628	5619.611328	1.451075315	2.142687559
8/19/2004 4:30	8.426504135	87.69187927	202.5794067	385.0891724	379.9316101	41.32767868	47.1903801	42.81197357	83.82685089	1.498840332	139.4079742	185.2680359	201.1847229	203.5034485	205.7397919	5.69017601	4528.69873	91.48648071	92.30962372	5551.100586	1.449651361	2.138058424
8/19/2004 4:35	8.375201225	87.08396149	202.5323334	385.0666199	379.978302	41.38261032	47.12445831	42.81197357	83.71976471	1.510666251	139.7032776	184.8031616	200.6494446	203.5291748	205.2585754	5.639469147	4325.575684	91.51974487	91.66690063	5542.790039	1.436451912	2.124428034
8/19/2004 4:40	8.402148247	86.40279388	202.1016693	385.0440674	380.0441895	41.43754196	47.05854034	42.81197357	83.38378143	1.515648842	139.5295563	184.715271	200.6055145	203.1755066	205.1531067	5.621924877	4271.456543	89.39558411	91.02419281	5574.749512	1.423252583	2.110797644
8/19/2004 4:45	8.384471893	85.77287292	202.0687103	385.0215149	380.1100464	41.49247742	47.281353	42.33734894	83.11865234	1.541184783	139.355835	184.6273956	200.5615692	203.0331268	204.8630524	5.545657635	4324.885742	89.23068237	90.38146973	5578.401855	1.410053134	2.097167015
8/19/2004 4:50	8.362361908	85.72100067	202.0357513	384.9989624	380.1759338	41.53313065	46.50349426	42.79879379	82.99301147	1.495406985	138.541214	184.0116272	200.0509186	202.9012909	204.5847321	5.48452425	4190.461914	89.54358673	89.73875427	5601.751465	1.396853805	2.083536625
8/19/2004 4:55	8.364360809	85.69047546	202.0027924	384.9873352	380.2418213	41.58383942	47.08359146	42.72554779	83.60979462	1.495406985	137.6067657	183.823288	200.3980865	202.4421387	204.5115051	5.48581171	4225.001953	88.43730164	89.23938751	5599.508301	1.390973806	2.076360464
8/19/2004 5:00	8.33884716	85.65996552	201.6197968	384.9836731	380.3059082	40.91348648	47.19235611	42.65230179	83.73569489	1.495406985	137.8188782	183.5181732	199.9256439	202.0021362	204.8960114	5.530871868	4229.786621	88.99565887	88.84380341	5442.91748	1.390394092	2.0738585
8/19/2004 5:05	8.222144127	85.62944031	202.0919495	384.9800415	380.3699951	41.0725441	47.35716248	42.5790596	84.20359039	1.376384854	138.4076996	184.1155243	200.4899292	202.6349792	204.9981995	5.556920528	4411.533691	89.90790558	88.44823456	5324.289551	1.389814258	2.071356773
8/19/2004 5:10	8.174200058	85.63737488	202.0507507	384.9763794	380.434082	41.22989655	46.70125961	42.52851486	83.93845367	1.373332977	139.7766113	183.952774	200.2921753	202.634964	205.0931854	5.535964966	4236.142578	88.89488983	88.05265808	5310.382813	1.389234543	2.068854809
8/19/2004 5:15	8.148601532	85.50146484	202.009552	384.9727173	380.4981384	41.08487701	46.71575546	42.42304611	83.68266296	1.3702811	139.5843201	183.6499939	200.0113678	202.5771637	205.0332642	5.478170395	4225.84668	87.32406616	87.65707397	5329.074707	1.388654947	2.066352844
8/19/2004 5:20	8.152226448	85.1210022	201.6197968	384.9735718	380.5621948	41.0711441	46.7978096	42.27143097	83.16660309	1.370281219	139.3582001	183.6631927	200.4859924	202.4250336	204.9733124	5.367717266	3997.003174	87.29361725	87.55484772	5409.186035	1.389919639	2.063914537
8/19/2004 5:25	8.152135849	85.30704498	201.6683502	384.9777527	380.5329285	41.04367828	46.87986755	42.39931488	83.91887665	1.401257396	138.2155914	182.9117126	199.9105377	202.2729034	204.9134064	5.344513893	4014.499756	86.77449799	87.45861053	5435.654785	1.39252007	2.061522245
8/19/2004 5:30	8.157402039	85.20157623	201.7582397	384.9819031	380.5017395	41.01620865	46.96192551	42.59707642	84.58289337	1.413007021	138.2769318	182.9575958	200.0268707	202.1958313	204.5400543	5.368767262	4134.901855	87.52227783	87.36237335	5379.491699	1.395120382	2.059129715
8/19/2004 5:35	8.152043343	85.20233917	201.8481293	384.9860535	380.47052	40.98874283	46.56208801	42.78066254	84.81429291	1.346629262	138.3641357	183.0582428	200.1432037	202.3479614	204.9921417	5.377220631	4073.034424	86.84252167	87.26613617	5277.846191	1.397720814	2.056737423
8/19/2004 5:40	8.057803154	85.24048615	201.9380188	384.9876709	380.4393311	40.84756851	46.98075485	42.69826126	85.22335815	1.321451545	138.4513092	183.3800964	200.2595215	202.5000763	204.9646912	5.387963295	4122.000488	87.1491394	86.97496033	5234.843262	1.399345636	2.05352807
8/19/2004 5:45	8.03848362	85.27863312	202.1559448	384.9777222	380.4199219	41.46720886	46.84891129	42.539505	85.02220917	1.321451426	139.2855682	183.3453979	200.3594208	202.634964	204.9372253	5.379284382	4090.125732	86.26018524	86.54261017	5229.395508	1.396526694	2.046596766
8/19/2004 5:50	8.022912025	85.31678009	201.9362335	384.9677429	380.4089966	41.41282654	46.97811508	42.74186325	84.82106781	1.361125588	139.2247162	183.3106995	200.3154755	202.6613312	204.9097443	5.317978382	3880.647461	85.59297943	86.11026764	5243.32373	1.393707752	2.039665461
8/19/2004 5:55	8.017327309	85.38101959	201.7434082	384.9578247	380.3981018	41.00627136	47.13852692	42.65196991	85.31437683	1.380840421	138.6959229	183.276001	200.2715302	202.55896	204.8822632	5.302676678	4079.842529	85.8861084	85.67791748	5261.802734	1.39088881	2.032734156
8/19/2004 6:00	8.026841164	85.3846817	201.8258057	384.947876	380.3872375	41.25659943	46.99953842	42.56208038	85.43454742	1.407513738	138.5601044	182.8362122	199.8663483	202.4814148	204.8531799	5.282167912	4079.318848	85.43221283	85.24557495	5311.258789	1.388069868	2.025802851
8/19/2004 6:05	8.016998291	85.3846817	201.9082031	384.9529419	380.3818054	40.85595322	46.91714096	42.47218704	85.55471039	1.382488489	137.7726288	182.6939392	199.8663483	202.4038544	204.5502319	5.27078104	3968.794434	85.34188843	85.07089996	5243.794434	1.388020754	2.022910833
8/19/2004 6:10	8.020557404	86.05670929	201.9906006	384.9688721	380.3852539	40.975811	46.83473969	42.40327072	85.84277344	1.382488608	137.4593964	182.5516663	199.8663483	202.1461487	204.670105	5.270009518	4048.444824	85.64943695	84.96889496	5199.359375	1.389977455	2.022943974
8/19/2004 6:15	8.028107643	86.33137512	202.072998	384.9847717	380.3887024	41.09566116	47.71641922	42.37360764	85.94795227	1.382488489	137.6442261	182.6875763	199.8663483	202.2475739	205.0080872	5.297457695	4082.151611	84.8229599	84.86688995	5175.709961	1.391934156	2.022976875
8/19/2004 6:20	8.016454697	87.10186005	202.0002441	385.0006714	380.3921814	41.24003983	47.33566666	42.33734894	86.03377533	1.410889268	137.9017944	182.9235687	199.8663483	202.348999	205.0080719	5.290156841	4036.42334	85.37102509	84.76488495	5223.584473	1.393890858	2.023010015
8/19/2004 6:25	8.015441895	86.89840698	201.7177429	385.0166321	380.3956299	41.179245	47.38840485	42.37690735	86.11961365	1.443037152	137.8390656	182.835083	199.7813721	202.7190094	204.9421692	5.302163601	4037.042236	84.79720306	84.67861938	5133.422363	1.39584744	2.023043394
8/19/2004 6:30	8.016082764	86.74214935	201.352005	385.0133667	380.3987122	41.28332901	47.44113922	42.81197357	86.20544434	1.471926451	137.1338196	182.7465973	199.6348877	202.6366272	204.3872375	5.249574661	3988.505127	85.80813599	84.66409302	5244.370605	1.39588666	2.020023823
8/19/2004 6:35	8.020472527	88.54518127	201.2284088	385.0097046	380.4017639	41.38740921	47.4938736	42.81196976	86.3829422	1.489303231	136.705307	182.230011	199.4918976	201.7516327	204.2673798	5.266181469	4093.982666	85.95713806	84.64955902	5263.34082	1.39588666	2.016942501
8/19/2004 6:40	8.024506569	89.16262817	201.1047974	385.0060425	380.4047852	41.49149704	47.54660797	42.4120636	85.8693161	1.489303231	136.1784821	182.048584	199.8663483	202.1109009	204.3291016	5.235706806	4092.768066	83.67785645	84.63502502	5260.521484	1.39588666	2.013860703
8/19/2004 6:45	8.025689125	89.23587036	200.9680176	385.0023804	380.4078674	41.1244278	47.08547592	42.63179779	86.05243683	1.490279794	135.1472321	181.5659943	198.8511658	201.7384491	204.1577301	5.196331978	4061.298584	83.77827454	84.62049103	5329.587891	1.39588666	2.010779142
8/19/2004 6:50	8.023835182	89.30912018	201.0916138	384.9987183	380.4108887	41.64381409	47.51866531	42.87569809	86.43411255	1.495406985	135.0877228	181.7072601	198.8762207	201.8197479	203.8083496	5.274892807	4228.500977	84.17462921	84.46018982	5200.939941	1.39588654	2.007697344
8/19/2004 6:55	8.013458252	89.38236237	201.2152252	384.9925232	380.4109497	41.69491577	47.34287643	43.30966949	86.45445251	1.495406985	134.6598663	181.8485107	198.9421234	201.9296265	203.9665527	5.256606102	4047.492432	92.07739258	84.29691315	5229.181641	1.392930508	2.004475832
8/19/2004 7:00	8.026230812	89.72564697	201.4352264	384.9862671	380.4109497	41.74601364	47.80080032	42.98996353	87.58491516	1.507365227	136.0939484	182.0323486	199.7980042	202.7519684	204.4123993	5.387060165	4478.352539	85.1680069	84.1336441	5005.383301	1.389914155	2.001251459
8/19/2004 7:05	8.03129673	89.9697876	201.1900024	384.9800415	380.4109497	41.63036346	47.36375427	43.34372711	85.61571503	1.576052189	135.8040161	181.8345642	199.6182251	202.6695709	204.2326202	5.297738552	4230.619629	84.11732483	83.97036743	5184.91748	1.386897564	1.998026848
8/19/2004 7:10	8.019684792	90.59968567	200.6125336	384.9737854	380.4109497	41.6578331	47.19895554	43.12399292	85.66148376	1.670644283	134.8954773	181.316452	199.2335052	201.8637238	203.8479004	5.25954771	4111.716797	84.28840637	83.80709076	5308.844727	1.383881211	1.994802356
8/19/2004 7:15	8.035456657	91.04135132	200.4255676	384.9771729	380.4109192	41.68529892	47.43296432	43.11520767	85.70726776	1.6968292	134.6134796	181.4060974	199.0779114	201.5011444	203.7138519	5.269576073	4215.86084	83.74755859	83.97932434	5337.23584	1.383760452	1.99551928
8/19/2004 7:20	8.033405304	93.33537292	200.480484	384.9876099	380.4402161	41.71276093	47.04404068	42.98495102	85.7530365	1.596118093	133.9716187	180.8001556	198.6592102	201.0014954	203.2941589	5.277206898	4055.490723	84.01913452	84.15841675	5302.178711	1.385736823	1.999090791
8/19/2004 7:25	8.02613163	91.90893555	200.5354156	384.9980164	380.4700623	41.74022675	47.63995743	43.03768921	86.97653198	1.595431447	134.331192	180.8667297	198.6328583	201.5406952	203.2941589	5.386712074	4427.196777	86.18693542	84.33750153	4950.138672	1.387713194	2.002661943
8/19/2004 7:30	8.025910378	94.50362396	200.5903625	385.0083923	380.4999084	41.52324295	47.50811768	43.09042358	85.17166901	1.58957839	134.7365112	181.1494446	198.6064758	201.4510345	203.764389	5.397356987	4284.417969	83.68203735	84.50535583	5088.998047	1.389689445	2.006232977
8/19/2004 7:35	8.021172523	92.59147644	200.6452637	385.0126343	380.5297546	41.55949783	47.37627792	43.14315796	85.02871704	1.571703315	134.4255981	180.6242981	198.5801086	201.3191986	203.6911469	5.302767754	4061.322754	83.12211609	84.6548996	5290.963379	1.392244816	2.009972095
8/19/2004 7:40	8.000915527	92.75170135	200.103653	384.9886475	380.5372009	41.36437607	47.16269684	43.19589615	85.17472076	1.571703315	133.8074951	180.4594879	198.5537262	201.1873627	203.0738068	5.274111271	4169.823242	83.56539917	84.80444336	5331.745117	1.397439122	2.014476299
8/19/2004 7:45	7.959593773	93.32804108	199.8179932	384.9646912	380.5081482	41.2325325	47.16269684	43.03742218	85.32072449	1.631494641	132.7127228	179.8859863	198.1568146	200.525528	202.81427	5.25626421	3862.841309	83.25182343	84.95398712	5341.935547	1.40263319	2.018980265
8/19/2004 7:50	8.058244705	92.52967834	200.3541565	384.9407043	380.4790955	41.03601837	47.64391327	42.9715004	86.50914001	0	133.8959961	180.7152557	198.8877716	201.0359344	203.3864594	5.462251663	4350.808594	85.4908371	85.10352325	4866.267578	1.407827377	2.02348423
